Query,title,link,snippet
,Justin Trudeau et Vladimir Poutine: ni rencontre ni appel ...,https://www.journaldequebec.com/2022/03/12/ni-rencontre-ni-appel-depuis-2015,"Mar 12, 2022 — Justin Trudeau n'a eu aucune rencontre seul à seul et aucun appel ... aussi Justin Massie, professeur en science politique à l'UQAM."
,Les failles de la défense canadienne éclairées par la guerre ...,https://www.ledevoir.com/politique/690504/guerre-en-ukraine-les-failles-de-la-defense-canadienne-eclairees-par-la-guerre-en-ukraine,"Mar 24, 2022 — Le premier ministre Justin Trudeau et d'autres dirigeants ... dit Justin Massie, professeur titulaire de science politique à l'UQAM et ..."
,"À Kiev, les premiers soldats russes laissent des cadavres et ...",https://www.tvanouvelles.ca/2022/02/25/a-kiev-les-premiers-soldats-russes-laissent-des-cadavres-et-du-sang-sur-leur-passage,"Feb 25, 2022 — Écoutez l'analyse de Justin Massie, professeur au département de science politique de l'UQAM, co-directeur du Réseau d'analyse stratégique ..."
,Offensive à Kharkiv - Segment | Le Téléjournal Montréal avec ...,https://ici.radio-canada.ca/tele/le-telejournal-18h/site/segments/reportage/392473/guerre-ukraine-kharkiv-russie,"Feb 28, 2022 — Entrevue avec Justin Massie, codirecteur du Réseau d'analyse stratégique et professeur agrégé de science politique à l'UQAM."
Michael Day - Ret' Gen.,,,
,Prelude to the 2022 Russian invasion of Ukraine - Wikipedia,https://en.wikipedia.org/wiki/Prelude_to_the_2022_Russian_invasion_of_Ukraine,"Ten days later, Russian troops fired mortars at Ukrainian positions near the village of Shumy in Donbas, killing four Ukrainian servicemen."
,"Russia-Ukraine war updates for Sunday April, 10 - CNBC",https://www.cnbc.com/2022/04/10/russia-ukraine-live-updates.html,This has been CNBC's live blog covering updates on the war in Ukraine. ... The World Bank also forecast Russia's 2022 GDP output to fall 11.2% due to ...
,D. Michael Day - Canadian Global Affairs Institute,https://www.cgai.ca/d_michael_day,He retired in September 2015 and is currently waiting for the inevitable call from the PGA to play on tour. RECENT PUBLICATIONS BY D. MICHAEL DAY. Ukraine ...
,What Happened on Day 55 of the War in Ukraine - The New ...,https://www.nytimes.com/live/2022/04/19/world/ukraine-russia-war-donbas,"3 days ago — Russia rejected calls for a cease-fire to allow for civilian evacuations in Ukraine on Tuesday, saying that requests to pause the fighting were ..."
,"April 3, 2022 Russia-Ukraine news - CNN",https://www.cnn.com/europe/live-news/ukraine-russia-putin-news-04-3-22/index.html,"EU Council President Charles Michel vowed further sanctions on Russia, while United Nations Secretary-General António Guterres said an independent investigation ..."
,Latest Ukraine updates: Russia says first phase of war near end,https://www.aljazeera.com/news/2022/3/24/appalled-g7-countries-back-icc-war-crimes-probe-ukraine-liveblog,"Mar 24, 2022 — Ukraine war news from March 25: Russian general says Moscow will push to fully capture eastern region of Donbas."
,Ukraine war in maps: Tracking the Russian invasion - BBC,https://www.bbc.com/news/world-europe-60506682,"4 hours ago — Ukrainian forces retook large areas around Kyiv in early April after Russia abandoned its push towards Kyiv, which had begun in the first days ..."
,"Russia-Ukraine Latest News: April 2, 2022 - Bloomberg",https://www.bloomberg.com/news/articles/2022-04-02/ukraine-update-u-s-sending-additional-military-aid-to-kyiv,"Apr 2, 2022 — Ukrainian photojournalist Maks Levin's body was found in a village north of Kyiv, Ukraine's prosecutor general said in a statement. Levin, 40, ..."
,D. Michael Day (@DMike_Day) / Twitter,https://twitter.com/dmike_day?lang=en,Putin's invasion of Ukraine is setting new standards in the field of Russian ... don't yet know actual spending) converted to $2021/2022 dollars using the ...
,Conflict in Ukraine | Global Conflict Tracker - Council on ...,https://www.cfr.org/global-conflict-tracker/conflict/conflict-ukraine,"Since Russia launched a full-scale military invasion into Ukraine on February 24, 2022, fighting has caused over nine hundred civilian deaths and pushed ..."
Marcus Kolga - MLI,,,
,Ukraine war in maps: Tracking the Russian invasion - BBC,https://www.bbc.com/news/world-europe-60506682,4 hours ago — Fighting intensifies in eastern Ukraine as a Russian commander outlines plan to take full control of the south of the country.
,Brett Byers (@Brett__Byers) / Twitter,https://twitter.com/Brett__Byers/,MLI Senior Fellow Marcus Kolga recognized in Kremlin's “blacklist” ... What to do to level the playing field against #Russia in #Ukraine? My latest for.
,MLI Report Warns of Russian Disinformation Threat - New Pathway ...,https://newpathway.ca/mli-report-warns-of-russian-disinformation-threat/,"... MLI Senior Fellow, Marcus Kolga, author of the report entitled: Stemming the Virus: Understanding and responding to the threat of Russian Disinformation ..."
,Moscow's aggression brings about Putin's worst fears of NATO ...,https://www.hilltimes.com/2022/03/15/moscows-aggression-brings-about-putins-worst-fears-of-nato-expansion-says-latvian-defence-official/350084,"Mar 15, 2022 — Macdonald-Laurier Institute senior fellow Marcus Kolga said ... Even if the Russian offensive in Ukraine ended soon, Kolga said there is “no ..."
,Ukraine war: More countries will 'feel the burn' as food ... - WFP,https://www.wfp.org/stories/ukraine-war-more-countries-will-feel-burn-food-and-energy-price-rises-fuel-hunger-warns-wfp,"Mar 11, 2022 — Russia and Ukraine together export about 30 percent of the world's ... had already warned that 2022 would be a year of catastrophic hunger, ..."
,US officials dismiss Putin's claim that his forces have 'liberated ...,https://www.theguardian.com/world/live/2022/apr/21/russia-ukraine-war-latest-ukraine-offers-unconditional-talks-on-mariupol-as-west-warns-of-russian-cyber-attacks-live,"1 day ago — This live blog is now closed, you can find our latest coverage of the Russia-Ukraine war in our new live blog."
,Boycott Russia Today - Posts | Facebook,https://ne-np.facebook.com/boycottrussiatoday/posts/2917932964943075,I have not been in aBurger King since they moved into Crimea. ... MLI Senior Fellow Marcus Kolga [@kolga] has been sanctioned by the ... DW | 15.03.2022.
,DEFENDER'S DILEMMA - American Enterprise Institute,https://www.aei.org/wp-content/uploads/2021/10/Braw_Defenders-Dilemma_Finalized.pdf?x91208,"Crimea and covert military activities in eastern Ukraine. As a result of ... Derek Scissors, Sven-Christer Nilsson, Marcus Kolga, Timothy."
Roland Paris - U Ottawa,,,
,Roland Paris (@rolandparis) / Twitter,https://twitter.com/rolandparis,Professor and director of @uOttawaGSPIA. Associate fellow of @ChathamHouse. Former foreign policy advisor to PM Trudeau. Speaking only for myself.
,Dr. Roland Paris | UBCevents,https://events.ubc.ca/roland-paris/,"Dr. Roland Paris. The Ukraine Crisis and Europe's Future: A New Cold War? ... School of Public and International Affairs at the University of Ottawa, ..."
,Opinion: We've reached a new post-Cold War era. What ...,https://www.theglobeandmail.com/opinion/article-weve-reached-a-new-post-cold-war-era-what-follows-may-be-even-more/,"Roland Paris. Special to The Globe and Mail. Published March 21, 2022. FILE PHOTO: Russian President Vladimir Putin attends a meeting with government ..."
,Roland Paris | Chatham House – International Affairs Think Tank,https://www.chathamhouse.org/about-us/our-people/roland-paris,Roland Paris is director of the Graduate School of Public and International Affairs at the University of Ottawa and former foreign policy adviser to the ...
Jonathan Paquin - U Laval,,,
,Jonathan Paquin (@PaquinJonathan) / Twitter,https://twitter.com/paquinjonathan,"Professeur science politique @pol_ulaval. Chercheur responsable @RAS_NSA. Foreign policy, international security, great powers, Squash lover and runner."
,Le régime ukrainien pourrait «ne pas tenir très longtemps,https://www.tvanouvelles.ca/2022/02/25/le-regime-ukrainien-pourrait-ne-pas-tenir-tres-longtemps-selon-un-expert,"Feb 25, 2022 — À lire aussi: Invasion russe en Ukraine: des «hackers» en guerre ... En ce qui concerne les sanctions économiques, Jonathan Paquin juge ..."
,Rémy Carugati - Network for Strategic Analysis (NSA),https://ras-nsa.ca/expert/remy-carugati/,"Passionate about strategic studies, he works as a research assistant in the Department of Political Science under the supervision of Professor Jonathan Paquin."
,SciencePo_ulaval (@pol_ulaval) | nitter - Twitter,https://nitter.net/pol_ulaval,"Département de science politique de l'Université Laval. Québec, Canada ... Invasion russe en Ukraine : voici pourquoi la Chine pourrait devenir médiatrice."
,Conference - Canadian Global Affairs Institute,https://www.cgai.ca/canada_and_the_united_states_what_does_it_mean_to_be_good_neighbours,Bio: Jonathan Paquin is Assistant Professor of Political Science at Université Laval in Québec City. His research interests include Canadian foreign and ...
,Participant Bios - Centre for International Policy Studies,https://www.cips-cepi.ca/the-ottawa-forum/participant-bios/,Jonathan Paquin is an Associate Professor of Political Science and Director of the International Peace and Security Program at Université Laval. He is the ...
,"La Russie, une puissance résurgente. Études internationales",https://www.erudit.org/en/journals/ei/2019-v50-n3-ei06059/,"May 28, 2021 — Read issue volume 50, number 3, fall 2019 of the journal Études internationales on Érudit. Discipline: Law, Economics, Political Science."
Anessa Kimball - U Laval,,,
,Prof Kimball 🏳️‍   EDI advocate (Eng/Fr) - expert ... - Twitter,https://twitter.com/profkimball?lang=en,"Followers - I post a mix of defense/security cooperation analysis-transatlantic, international (   profile), underappreciated feminist takes on EDI in 'the ..."
,Ukraine: peu de risque de voir des soldats canadiens ...,https://www.tvanouvelles.ca/2022/02/24/ukraine-peu-de-risque-de-voir-des-soldats-canadiens-combattre-a-court-terme-1,"Feb 24, 2022 — Si on voit de nombreuses violations des droits humains, le discours va changer», anticipe Anessa Kimball. Si les Russes continuent d'avancer sur ..."
,Aurélie Campana | Faculté des sciences sociales | ULaval,https://www.fss.ulaval.ca/notre-faculte/repertoire-du-personnel/aurelie-campana,"aurelie.campana@pol.ulaval.ca ... Érick Duchesne, Alexandre Gajevic Sayegh, Anessa Kimball, Jonathan Paquin, Maxime Philaire et Christian Picard."
,Et si la Russie coupait l'approvisionnement de pétrole et de ...,https://ici.radio-canada.ca/nouvelle/1865802/russie-carburant-gaz-coupure-guerre-sanctions-pipeline-gazoducs,"Mar 2, 2022 — Selon Anessa Kimball, professeure au Département de science politique ... sur la sécurité internationale de l'Université Laval, si la Russie ..."
,Knocking NATO: Strategic and institutional challenges risk the ...,https://www.cgai.ca/knocking_nato_strategic_and_institutional_challenges_risk_the_future_of_europe_s_seven_decade_cold_peace,by AL Kimball — NATO faces challenges from Russia ranging from cybersecurity and media ... in response to strategic problems (Koremenos and Nau 2010; Kimball 2017).
,"Russia-Ukraine war updates for March 23, 2022 - CNBC",https://www.cnbc.com/2022/03/23/live-updates-latest-news-on-russia-and-the-war-in-ukraine.html,"Mar 24, 2022 — Ukraine's President Volodymyr Zelenskyy has called for more pressure on Russia as the war appears to be entering a stalemate."
,Ukraine war: What would a 'rupture' in US-Russia relations ...,https://www.aljazeera.com/news/2022/3/28/ukraine-war-what-would-a-rupture-in-us-russia-relations-mean,"Mar 28, 2022 — Daryl Kimball, executive director of the Arms Control Association, a Washington-based advocacy group, said whether Moscow will go along with an ..."
Balkan Devlen - MLI,,,
,"Premiers, mayors, head of CBC all banned from visiting ...",https://www.cbc.ca/news/politics/russia-list-mayors-premiers-journalists-1.6426052,"23 hours ago — New Russian sanctions target Canadian premiers, mayors, journalists · Terry Glavin, journalist and columnist · Balkan Devlen, senior fellow with ..."
,Ukraine war in maps: Tracking the Russian invasion - BBC,https://www.bbc.com/news/world-europe-60506682,4 hours ago — Fighting is intensifying in the east of Ukraine as Russia targets full control of the Donbas region and the south of the country.
,"Macdonald-Laurier Institute on Twitter: ""THREAD: How should ...",https://twitter.com/MLInstitute/status/1486836792498307078,"Jan 27, 2022 — Putin Wants to Turn Ukraine into a Vassal State: Balkan Devlen for Inside ... MLI authors outline how Canada can lead NATO to best combat ..."
,Defence and Security Foresight Group | University of Waterloo,https://uwaterloo.ca/defence-security-foresight-group/,"Balkan Devlen @BalkanDevlen ... Mar 21, 2022 ... Next week: MLI and @DSF_Group are co-hosting an event exploring how Russian information and influence ..."
,Post filter - Prism Ua,http://prismua.org/en/search/,"Russia Steps Up Its Attack Against Ukraine On Day 2 Of Invasion ... MLI Senior Fellow Balkan Devlen was joined by Dr. Hanna Shelest, Editor-in-Chief of ..."
,Canada's engagement in Ukraine,https://www.international.gc.ca/country-pays/ukraine/relations.aspx?lang=eng,Canada and the Russian invasion of Ukraine · On this page · Canada's diplomatic engagement · Canada's response to the illegal invasion and annexation of Crimea.
,DEFENDER'S DILEMMA - American Enterprise Institute,https://www.aei.org/wp-content/uploads/2021/10/Braw_Defenders-Dilemma_Finalized.pdf?x91208,"Crimea and covert military activities in eastern Ukraine. ... Balkan Devlen, Col. ... kan Devlen of the Macdonald-Laurier Institute observed that. Russian ..."
Dave Perry - CGAI,,,
,Tensions over Ukraine - Canadian Global Affairs Institute,https://www.cgai.ca/tensions_over_ukraine,"January 28, 2022. On this episode of Defence Deconstructed, David Perry is joined by John Barrett, LGen (retired) D. Michael Day, and Andrew Rasiulis to ..."
,Ukraine Update - Canadian Global Affairs Institute,https://www.cgai.ca/ukraine_update,"March 18, 2022. On this episode of Defence Deconstructed, David Perry speaks to LGen (ret'd) D. Michael Day about the recent developments in Ukraine and ..."
,Air Operations Above Ukraine - Canadian Global Affairs Institute,https://www.cgai.ca/air_operations_above_ukraine,"Apr 8, 2022 — Dave Perry is President of the Canadian Global Affairs Institute. ... Is there hope for peace as the Russia-Ukraine conflict continues?"
,Russia Moves Into Ukraine - Canadian Global Affairs Institute,https://www.cgai.ca/russia_moves_into_ukraine,"Feb 24, 2022 — February 24, 2022. On this episode of Defence Deconstructed, Dave Perry talks to Samuel Bendett about the recent developments in Russia's ..."
,Elections and Defence Policy - Canadian Global Affairs Institute,https://www.cgai.ca/elections_and_defence_policy,Participant Biographies: Dave Perry: David Perry is the Senior Analyst and Vice President with the Canadian Global Affairs Institute. Eugene Lang: Adjunct ...
,David Perry at Canadian Global Affairs Institute,https://www.cgai.ca/tags/david_perry,"Russia's Invasion of Ukraine, One Week In. Posted on Defence Deconstructed Podcast by Chris Pavlik · March 04, 2022 6:54 PM · 1 reaction ..."
,Fellows - Canadian Global Affairs Institute,https://www.cgai.ca/fellows,"Our Fellows regularly contribute to a variety of CGAI publications. ... cduval-lantoine@cgai.ca ... David Perry), The Agenda, April 11, 2022."
,NATO's Next 70 Years - Canadian Global Affairs Institute,https://www.cgai.ca/natos_next_70_years,Dave Perry (host): Senior Analyst and Vice President with the Canadian Global ... Trudeau says genocide the right word for Russian conduct in Ukraine.
,Defence Operations at Canadian Global Affairs Institute,https://www.cgai.ca/tags/defence_operations,"David Perry Discusses Latest Ukraine/ Russia Situation. by Sue Deyell and Andrew Schultz (feat. David Perry), Curious Cast, March 14, 2022."
,Key Staff Listing - Canadian Global Affairs Institute,https://www.cgai.ca/staff,Dr. David Perry is the President of the Canadian Global Affairs Institute. ... Trudeau says genocide the right word for Russian conduct in Ukraine.
Sarah Teich - MLI,,,
,MA Graduate in Counter-Terrorism from Reichman University,https://www.timesofisrael.com/spotlight/ma-graduate-in-counter-terrorism-from-reichman-university/,"Apr 6, 2022 — How graduate Sarah Teich went on to a career fighting for justice and accountability for atrocity crimes and human rights abuses. 6 Apr 2022, 12 ..."
,Teich: A new law could help Canada fight hostage-taking by ...,https://ottawacitizen.com/opinion/teich-a-new-law-could-help-canada-fight-hostage-taking-by-other-states,"Feb 12, 2021 — The legislation proposed by C-CAT and MLI would specifically combat and deter hostage-taking and hostage diplomacy by foreign states and ..."
,"Meet the Canada-based, NED-funded group driving the ...",https://www.thecanadafiles.com/articles/meet-the-canada-based-cia-front-funded-group-fiercely-driving-the-debunked-xinjiang-genocide-narrative-in-canada,"Jan 26, 2022 — Sarah Teich: A senior fellow since December 2020 at the MacDonald Laurier Institute, which receives significant funding from the Taiwan area ..."
Aisha Ahmad - U Toronto,,,
,"The Current for March 18, 2022 | CBC Radio",https://www.cbc.ca/radio/thecurrent/the-current-for-march-18-2022-1.6388332,"Mar 18, 2022 — As the world keeps its eyes focused on Ukraine and Russia, ... comprised of political science experts Aisha Ahmad and Bessma Momani, ..."
,Articles by Aisha Ahmad's Profile - Muck Rack,https://muckrack.com/aisha-ahmad/articles,"Aisha Ahmad. International Security Professor, University of Toronto and Contributor, The Chronicle of Higher Education. Toronto. Canada ..."
,Tweets with replies by Political Science ... - Twitter,https://mobile.twitter.com/UTSC_PolSci/with_replies,utoronto.ca. 'A watershed moment': U of T's Lucan Ahmad Way on how the war in. As Russian President Vladimir Putin's bloody invasion of Ukraine is poised to ...
,CPSA Prize in Comparative Politics,https://cpsa-acsp.ca/category/prizes/cpsa-prize-in-comparative-politics/,"Jul 16, 2020 — Winner: Aisha Ahmad Photo: Aisha Ahmad (University of Toronto) Jihad &Co ... propagandists and citizens in light of the invasion of Ukraine?"
,Our Team - Aisha S. Ahmad,https://www.aishasahmad.com/our-team,"Amir is a third year PhD student in Political Science at the University of Toronto, a Junior Fellow at Massey College, and a SSHRC Doctoral Fellow."
Shuvaloy Majumdar - MLI,,,
,"Premiers, mayors, head of CBC all banned from visiting ...",https://www.cbc.ca/news/politics/russia-list-mayors-premiers-journalists-1.6426052,"23 hours ago — New Russian sanctions target Canadian premiers, mayors, journalists · Shuvaloy Majumdar, senior fellow with the Macdonald-Laurier Institute ..."
,Shuvaloy Majumdar: Canada must fight for Hong Kong's ...,https://nationalpost.com/opinion/shuvaloy-majumdar-canada-must-fight-for-hong-kongs-freedom,"May 28, 2020 — While China bided its time, Pax Americana found expression throughout the subsequent decade. The 1994 Budapest Memorandum guaranteed Ukrainian ..."
,"Why Britain, Canada Are So Forward-Leaning on Ukraine",https://foreignpolicy.com/2022/01/25/britain-canada-ukraine-russia-military/,"Jan 25, 2022 — Britain, Canada Flex Hard-Power Muscles in Showdown With Russia ... is in our partnership with the United States,” said Shuvaloy Majumdar, ..."
,Macdonald-Laurier Institute | LinkedIn,https://pt.linkedin.com/company/macdonald-laurier-institute/?trk=organization-update_share-update_actor-text,"Clique aqui para ver o perfil de Shuvaloy Majumdar ... Russia recognizes effectiveness of Marcus Kolga's work on MLI's 12th anniversary, another milestone ..."
,Why does Russia want Ukraine so badly? Here's what a ...,https://www.firstpost.com/world/why-does-russia-want-ukraine-so-badly-heres-what-a-geography-book-tells-us-10391451.html,"Feb 20, 2022 — Analysts say Putin wants to create a Russian empire and Ukraine is a crucial part of his plan. Abhijit Majumder February 20, 2022 10:49:57 ..."
Ken Coates- MLI,,,
,Stephen Nagy: Russia or the West? Which way China tilts will ...,https://thehub.ca/2022-03-17/china-decides-between-russia-and-the-west/,"Mar 17, 2022 — Russia's invasion of Ukraine has placed China and its leadership in an ... Ken Coates: No, Canada is not a dictatorship—but government ..."
,Saskatoon News | Local Breaking | CTV News Saskatoon,https://saskatoon.ctvnews.ca/local-news?cache=enzvogqbavvrgvzn%3FclipId%3D104056,Sask. high school students tackle Ukraine-Russia war at model UN debate ... Alex Brown speaks with U of S professor Ken Coates about breaking down the ...
,"March 16, 2022 Russia-Ukraine news - CNN",https://www.cnn.com/europe/live-news/ukraine-russia-putin-news-03-16-22/index.html,"Mar 16, 2022 — Zelensky said Russia's negotiating position in talks with Ukraine was ... suits and coats for clothing giants such as Hugo Boss and Lacoste."
,Ukrainian fighters hold on as Putin claims victory in Mariupol,https://www.nasdaq.com/articles/ukrainian-fighters-hold-on-as-putin-claims-victory-in-mariupol,13 hours ago — The New York-listed shares were up 0.6% on Thursday but remain down 70% so far in 2022. Two of the company's listed depository receipts equal ...
,April 6 - Wikipedia,https://en.wikipedia.org/wiki/April_6,2012 – Azawad declares itself independent from the Republic of Mali. 2017 – U.S. military launches 59 Tomahawk cruise missiles at an air base in Syria. Russia ...
,"Christian leaders in Africa and Britain, in their Easter ...",https://baptistnews.com/article/christian-leaders-in-africa-and-britain-in-their-easter-messages-call-for-peace-forgiveness-and-love/,"3 days ago — In African countries including Burkina Faso, Nigeria, Zimbabwe, Mali and South Africa, the weeks preceding Easter were marked by lamentation ..."
,Charles County election 2022 primary candidates | Local News,https://www.somdnews.com/independent/news/local/charles-county-election-2022-primary-candidates/article_bff78d2e-b2b6-5493-9f18-cfba75a42c7a.html,3 days ago — Charles County election 2022 primary candidates ... Kenneth B. Lee. Jesse Peed. State House. District 27A ... Thomasina “Sina” Coates*.
,Ukraine 'retakes whole Kyiv region' as Russia looks east - Al ...,https://www.aljazeera.com/news/2022/4/3/ukraine-retakes-whole-kyiv-region-as-russian-troops-pull-back,"Apr 3, 2022 — INTERACTIVE Russia-Ukraine map Who controls what in Kyiv DAY 39 (Al Jazeera) ... AFP said all were wearing civilian clothes – winter coats, ..."
Richard Shimooka- MLI,,,
,Putin's position within Russia remains steadfast | Vancouver Sun,https://vancouversun.com/opinion/richard-shimooka-putins-position-within-russia-remains-steadfast,"Mar 24, 2022 — Richard Shimooka is a senior fellow at the Macdonald-Laurier Institute."
,"Premiers, mayors, head of CBC all banned from visiting ...",https://www.cbc.ca/news/politics/russia-list-mayors-premiers-journalists-1.6426052,"23 hours ago — Russia's action comes after Canada announced its own round of sanctions ... Richard Shimooka, fellow at the MacDonald-Laurier Institute; ..."
,Macdonald-Laurier Institute (@MLInstitute) / Twitter,https://twitter.com/mlinstitute?lang=en,"For the 2nd time in as many months, MLI's experts have been sanctioned by the Kremlin for their ... and Richard Shimooka were added to Russia's ""stop list."
,Canada has vital stake in Ukraine outcome but 'no currency or ...,https://nationalpost.com/news/world/canada-has-vital-stake-in-ukraine-outcome-but-has-no-currency-or-heft-to-mediate-experts,"Jan 25, 2022 — Richard Shimooka, a senior fellow with the Macdonald-Laurier Institute, ... Canada needs to convince Putin that Ukraine isn't a gamble worth ..."
,Grim update from Mariupol in Ukraine: Richard Shimooka on ...,https://almooon.com/grim-update-from-mariupol-in-ukraine-richard-shimooka-on-ctv-news/,"Apr 14, 2022 — MLI Senior Fellow Richard Shimooka spoke with CTV News about the recent, unconfirmed reports that the Russians have used chemical agents in ..."
,The Saturday Debate: Does Canada need to buy new fighter ...,https://www.thestar.com/opinion/contributors/the-saturday-debate/2021/08/14/the-saturday-debate-does-canada-need-to-buy-new-fighter-jets.html,"Aug 14, 2021 — Richard Shimooka and Bianca Mugyenyi discuss in this week's debate. ... as shown by Russia's incursion into Crimea and Ukraine and China's ..."
,MLI experts available to comment on Russia's war against ...,https://heromag.net/mli-experts-available-to-comment-on-russias-war-against-ukraine,"Feb 26, 2022 — OTTAWA, ON (February 24, 2022): Russia has launched an unprovoked, ... Richard Shimooka is a Senior Fellow at the Macdonald-Laurier ..."
,World News - Latest International News Headlines - CTV News,https://www.ctvnews.ca/world/mali-army-col-assimi-goita-says-he-s-in-charge-of-junta-1.5071775/mali-coup-1.5071780?cache=yes%3FclipId%3D263414,Global leaders condemn Mali coup amid worry about extremists ... What to know about hypersonic missiles fired by Russia at Ukraine.
Bessma Momani - U Waterloo,,,
,Opinion: When will the war in Ukraine end? - The Globe and ...,https://www.theglobeandmail.com/opinion/article-when-will-the-war-in-ukraine-end/,"Apr 11, 2022 — Bessma Momani is professor at the University of Waterloo and senior fellow at the Centre for International Governance Innovation."
,Online Talk: Russia's War in Ukraine and its Impact on the ...,https://mideast.wisc.edu/2022/03/22/online-talk-russias-war-in-ukraine-and-its-impact-on-the-middle-east/,"Mar 22, 2022 — On February 24, 2022, Russia launched a large-scale invasion of ... Bessma Momani , Professor of Political Science, University of Waterloo."
,Impacts of the Russian invasion of Ukraine on Human ...,https://victoriaforum.ca/forum-2022/webinar-3/,"Bessma Momani. Professor of Political Science, University of Waterloo. Dr. Bessma Momani is a senior fellow at the Centre for International Governance ..."
,Are vaccine protests in Canada a factor in Vladimir Putin's ...,https://lethbridgenewsnow.com/2022/02/15/are-vaccine-protests-in-canada-a-factor-in-vladimir-putins-ukraine-timeline/,"Feb 15, 2022 — Bessma Momani, a political-science professor at the University of ... Monday that Russia's military might along the border with Ukraine has ..."
Brian Bow - Dalhousie,,,
,"Ukraine, Russia and “a long history of tension and conflicts”",https://www.thecoast.ca/halifax/ukraine-russia-and-a-long-history-of-tension-and-conflicts/Content?oid=28252136,"Mar 11, 2022 — But Brian Bow, professor of political science at Dalhousie there's much more to the situation than what international relations theorists ..."
,The Conflict in Ukraine: a Forum - Eventbrite,https://www.eventbrite.ca/e/the-conflict-in-ukraine-a-forum-tickets-292598338507,"Mar 10, 2022 — Eventbrite - Dalhousie Faculty of Arts and Social Sciences presents The Conflict in Ukraine: a Forum - Thursday, 10 March 2022 - Find event ..."
,Trump victory | CBC.ca,https://www.cbc.ca/player/play/2697356453,Dalhousie University political science professor Brian Bow shares his thoughts ... What happened in Week 3 of Russia's assault in Ukraine: Mariupol hospital ...
,Brian Bow - Canadian Global Affairs Institute,https://www.cgai.ca/brian_bow,"Russia's invasion of Ukraine, COVID-19, climate change... are greatly challenging the agri-food sector. @DonaldColinRob1 speaks Ted Bilyea, Douglas Hedley, and ..."
,Brian Bow | Wilson Center,https://www.wilsoncenter.org/person/brian-bow,"Brian Bow. Canada Institute ... Associate Professor, Department of Political Science, Dalhousie University, Halifax, Nova Scotia, Canada ..."
